[grapheme]aback	[celex]@-'b{k	[nettalk]xb@k-
[grapheme]restaurant	[celex]'rE-st@-r~N	[nettalk]rEstx-rant
[grapheme]restaurateur	"[celex]""rE-stQ-r@-'t3R"	[nettalk]rEstx-rxt--R
[grapheme]restitution	"[celex]""rE-stI-'tju-SH"	[nettalk]rEstxtYS-xn
[grapheme]restive	[celex]'rE-stIv	[nettalk]rEstIv-
[grapheme]restless	[celex]'rEst-lIs	[nettalk]rEstlxs-
[grapheme]restoration	"[celex]""rE-st@-'r1-SH"	[nettalk]rEstxreS-xn
[grapheme]restorative	[celex]rI-'stQ-r@-tIv	[nettalk]rIstorxtIv-
[grapheme]restore	[celex]rI-'st$R	[nettalk]rIstor-
[grapheme]restrain	[celex]rI-'str1n	[nettalk]rIstre-n
[grapheme]restraint	[celex]rI-'str1nt	[nettalk]rIstre-nt
[grapheme]restrict	[celex]rI-'strIkt	[nettalk]rIstrIkt
[grapheme]restriction	[celex]rIs-'trIk-SH	[nettalk]rIstrIkS-xn
[grapheme]result	[celex]rI-'zVlt	[nettalk]rIz^lt
[grapheme]resume	[celex]rI-'zjum	[nettalk]rIzum-
[grapheme]resurrect	"[celex]""rE-z@-'rEkt"	[nettalk]rEzxr-Ekt
[grapheme]resuscitate	[celex]rI-'sV-sI-t1t	[nettalk]rIsxs-xtet-
[grapheme]retail	[celex]ri-'t1l	[nettalk]rite-l
[grapheme]retain	[celex]rI-'t1n	[nettalk]rIte-n
[grapheme]retake	"[celex]""ri-'t1k"	[nettalk]ritek-
[grapheme]retaliate	[celex]rI-'t{-lI-1t	[nettalk]rIt@liet-
[grapheme]retard	[celex]rI-'t#d	[nettalk]rItard
[grapheme]retch	[celex]'rEJ	[nettalk]rE-C-
[grapheme]retention	[celex]rI-'tEn-SH	[nettalk]rItEnC-xn
[grapheme]retentive	[celex]rI-'tEn-tIv	[nettalk]rItEntIv-
[grapheme]reticent	[celex]'rE-tI-s@nt	[nettalk]rEtxsxnt
[grapheme]retina	[celex]'rE-tI-n@	[nettalk]rEt-Nx
[grapheme]retinue	[celex]'rE-tI-nju	[nettalk]rEt-NY-
[grapheme]retire	[celex]rI-'t2-@R	[nettalk]rItAr-
[grapheme]retort	[celex]rI-'t$t	[nettalk]rItcrt
[grapheme]retouch	"[celex]""ri-'tVJ"	[nettalk]rit^-C-
[grapheme]retrace	[celex]rI-'tr1s	[nettalk]ritres-
[grapheme]retract	[celex]rI-'tr{kt	[nettalk]rItr@kt
[grapheme]retread	"[celex]""ri-'trEd"	[nettalk]ritrE-d
[grapheme]retreat	[celex]rI-'trit	[nettalk]rItri-t
[grapheme]retrench	[celex]rI-'trEnJ	[nettalk]rItrEnC-
[grapheme]retribution	"[celex]""rE-trI-'bju-SH"	[nettalk]rEtrxbYS-xn
[grapheme]retributive	[celex]rI-'trI-bjU-tIv	[nettalk]rItrIbYtIv-
[grapheme]retrieve	[celex]rI-'triv	[nettalk]rItri-v-
[grapheme]retrograde	[celex]'rE-tr5-gr1d	[nettalk]rEtrxgred-
[grapheme]retrogression	"[celex]""rE-tr5-'grE-SH"	[nettalk]rEtrxgrES--xn
[grapheme]retrospect	[celex]'rE-tr5-spEkt	[nettalk]rEtrxspEkt
[grapheme]retrospection	"[celex]""rE-tr5-'spEk-SH"	[nettalk]rEtrxspEkS-xn
[grapheme]return	[celex]rI-'t3n	[nettalk]rIt-Rn
[grapheme]reunion	"[celex]""ri-'ju-nj@n"	[nettalk]riYnyxn
[grapheme]rev	[celex]'rEv	[nettalk]rEv
[grapheme]revamp	[celex]ri-'v{mp	[nettalk]riv@mp
[grapheme]reveal	[celex]rI-'vil	[nettalk]rIvi-l
[grapheme]reveille	[celex]rI-'v{-lI	[nettalk]rEvx-l-i
[grapheme]revel	[celex]'rE-vP	[nettalk]rEv-L
[grapheme]revelation	"[celex]""rE-v@-'l1-SH"	[nettalk]rEvxleS-xn
[grapheme]revenge	[celex]rI-'vEn_	[nettalk]rIvEnJ-
[grapheme]revenue	[celex]'rE-v@-nju	[nettalk]rEvxnY-
[grapheme]reverberate	[celex]rI-'v3-b@-r1t	[nettalk]rIv-Rbxret-
[grapheme]revere	[celex]rI-'v7R	[nettalk]rIvIr-
[grapheme]reverence	[celex]'rE-v@-r@ns	[nettalk]rEv-Rxns-
[grapheme]reverential	"[celex]""rE-v@-'rEn-SP"	[nettalk]rEvxrEnC--L
[grapheme]revers	[celex]rI-'v7R	[nettalk]rIvIr-
[grapheme]reversal	[celex]rI-'v3-sP	[nettalk]rIv-Rs-L
[grapheme]reverse	[celex]rI-'v3s	[nettalk]rIv-Rs-
[grapheme]reversion	[celex]rI-'v3-SH	[nettalk]rIv-RZ-xn
[grapheme]review	[celex]rI-'vju	[nettalk]rIvY--
[grapheme]revile	[celex]rI-'v2l	[nettalk]rIvAl-
[grapheme]revise	[celex]rI-'v2z	[nettalk]rIvAz-
[grapheme]revitalization	"[celex]""ri-""v2-t@-l2-'z1-SH"	[nettalk]rivAt-LxzeS-xn
[grapheme]revitalize	"[celex]""ri-'v2-t@-l2z"	[nettalk]rivAt-LAz-
[grapheme]revival	[celex]rI-'v2-vP	[nettalk]rIvAv-L
[grapheme]revive	[celex]rI-'v2v	[nettalk]rIvAv-
[grapheme]revivify	[celex]ri-'vI-vI-f2	[nettalk]rivIvxfA
[grapheme]revocable	[celex]'rE-v@-k@-bP	[nettalk]rEvxkxbL-
[grapheme]revocation	"[celex]""rE-v@-'k1-SH"	[nettalk]rEvxkeS-xn
[grapheme]revoke	[celex]rI-'v5k	[nettalk]rIvok-
[grapheme]revolt	[celex]rI-'v5lt	[nettalk]rIvolt
[grapheme]revolution	"[celex]""rE-v@-'lu-SH"	[nettalk]rEvxluS-xn
[grapheme]revolve	[celex]rI-'vQlv	[nettalk]rIvalv-
[grapheme]revue	[celex]rI-'vju	[nettalk]rIvY-
[grapheme]revulsion	[celex]rI-'vVl-SH	[nettalk]rIv^lS-xn
[grapheme]reward	[celex]rI-'w$d	[nettalk]rIwcrd
[grapheme]rhapsodize	[celex]'r{p-s@-d2z	[nettalk]r-@psxdAz-
[grapheme]rhapsody	[celex]'r{p-s@-dI	[nettalk]r-@psxdi
[grapheme]rheostat	[celex]'rI-5-st{t	[nettalk]r-ixst@t
[grapheme]rhesus	[celex]'ri-s@s	[nettalk]r-isxs
[grapheme]rhetoric	[celex]'rE-t@-rIk	[nettalk]r-EtxrIk
[grapheme]rhetorical	[celex]rI-'tQ-rI-kP	[nettalk]r-ItcrIk-L
[grapheme]rhetorician	"[celex]""rE-t@-'rI-SH"	[nettalk]r-EtxrIS-xn
[grapheme]rheum	[celex]'rum	[nettalk]r--um
[grapheme]rheumatic	[celex]ru-'m{-tIk	[nettalk]r--Um@tIk
[grapheme]rheumatism	[celex]'ru-m@-tI-z@m	[nettalk]r--umxtIzM
[grapheme]rhinestone	[celex]'r2n-st5n	[nettalk]r-An-ston-
[grapheme]rhinoceros	[celex]r2-'nQ-s@-r@s	[nettalk]r-Anasxrxs
[grapheme]rhizome	[celex]'r2-z5m	[nettalk]r-Azom-
[grapheme]rhododendron	"[celex]""r5-d@-'dEn-dr@n"	[nettalk]r-odxdEndrxn
[grapheme]rhomboid	[celex]'rQm-b4d	[nettalk]r-ambO-d
[grapheme]rhombus	[celex]'rQm-b@s	[nettalk]r-ambxs
[grapheme]rhubarb	[celex]'ru-b#b	[nettalk]r-ubarb
[grapheme]rhyme	[celex]'r2m	[nettalk]r-Am-
[grapheme]rhythm	[celex]'rI-D@m	[nettalk]r-ID-M
[grapheme]rhythmic	[celex]'rID-mIk	[nettalk]r-ID-mIk
[grapheme]rib	[celex]'rIb	[nettalk]rIb
[grapheme]ribald	[celex]'rI-b@ld	[nettalk]rIb-Ld
[grapheme]riband	[celex]'rI-b@nd	[nettalk]rIbxnd
[grapheme]ribbon	[celex]'rI-b@n	[nettalk]rIb-xn
[grapheme]riboflavin	"[celex]""r2-b5-'fl1-vIn"	[nettalk]rAbxflevxn
[grapheme]rice	[celex]'r2s	[nettalk]rAs-
[grapheme]rich	[celex]'rIJ	[nettalk]rIC-
[grapheme]riches	[celex]'rI-JIz	[nettalk]rIC-xz
[grapheme]rick	[celex]'rIk	[nettalk]rIk-
[grapheme]rickets	[celex]'rI-kIts	[nettalk]rIk-xts
[grapheme]ricochet	[celex]'rI-k@-S1	[nettalk]rIkxS-e-
[grapheme]riddance	[celex]'rI-d@ns	[nettalk]rId--Ns-
[grapheme]ridden	[celex]'rI-dH	[nettalk]rId--N
[grapheme]riddle	[celex]'rI-dP	[nettalk]rId-L-
[grapheme]ride	[celex]'r2d	[nettalk]rAd-
[grapheme]rider	[celex]'r2-d@R	[nettalk]rAd-R
[grapheme]ridge	[celex]'rI_	[nettalk]rI-J-
[grapheme]ridgepole	[celex]'rI_-p5l	[nettalk]rI-J-pol-
[grapheme]ridicule	[celex]'rI-dI-kjul	[nettalk]rIdxkYl-
[grapheme]ridiculous	[celex]rI-'dI-kjU-l@s	[nettalk]rxdIkYlx-s
[grapheme]riding	[celex]'r2-dIN	[nettalk]rAdIG-
[grapheme]rife	[celex]'r2f	[nettalk]rAf-
[grapheme]riffraff	[celex]'rIf-r{f	[nettalk]rIf-r@f-
[grapheme]rifle	[celex]'r2-fP	[nettalk]rAfL-
[grapheme]rift	[celex]'rIft	[nettalk]rIft
[grapheme]rig	[celex]'rIg	[nettalk]rIg
[grapheme]rigging	[celex]'rI-gIN	[nettalk]rIg-IG-
[grapheme]right	[celex]'r2t	[nettalk]rA--t
[grapheme]righteous	[celex]'r2-J@s	[nettalk]rA--Cx--s
[grapheme]rightful	[celex]'r2t-fUl	[nettalk]rA--tf^l
[grapheme]rigid	[celex]'rI-_Id	[nettalk]rIJxd
[grapheme]rigidity	[celex]rI-'_I-d@-tI	[nettalk]rIJIdxti
[grapheme]rigidly	[celex]'rI-_Id-lI	[nettalk]rIJxdli
[grapheme]rigmarole	[celex]'rIg-m@-r5l	[nettalk]rIgMxrol-
[grapheme]rile	[celex]'r2l	[nettalk]rAl-
[grapheme]rill	[celex]'rIl	[nettalk]rIl-
[grapheme]rim	[celex]'rIm	[nettalk]rIm
[grapheme]rime	[celex]'r2m	[nettalk]rAm-
[grapheme]rind	[celex]'r2nd	[nettalk]rAnd
[grapheme]ring	[celex]'rIN	[nettalk]rIG-
[grapheme]ringleader	"[celex]'rIN-""li-d@R"	[nettalk]rIG-li-d-R
[grapheme]ringlet	[celex]'rIN-lIt	[nettalk]rIG-lxt
[grapheme]rink	[celex]'rINk	[nettalk]rIGk
[grapheme]rinse	[celex]'rIns	[nettalk]rIns-
[grapheme]riot	[celex]'r2-@t	[nettalk]rAxt
[grapheme]rip	[celex]'rIp	[nettalk]rIp
[grapheme]riparian	[celex]r2-'p8-r7n	[nettalk]rxpErixn
[grapheme]ripe	[celex]'r2p	[nettalk]rAp-
[grapheme]ripen	[celex]'r2-p@n	[nettalk]rApxn
[grapheme]riposte	[celex]rI-'pQst	[nettalk]rIpost-
[grapheme]ripple	[celex]'rI-pP	[nettalk]rIp-L-
[grapheme]ripsaw	[celex]'rIp-s$	[nettalk]rIpsc-
[grapheme]rise	[celex]'r2z	[nettalk]rAz-
[grapheme]risen	[celex]'rI-zH	[nettalk]rIz-N
[grapheme]riser	[celex]'r2-z@R	[nettalk]rAz-R
[grapheme]risibility	"[celex]""rI-z@-'bI-l@-tI"	[nettalk]rIzxbIlxti
[grapheme]risible	[celex]'rI-z@-bP	[nettalk]rIzxbL-
[grapheme]rising	[celex]'r2-zIN	[nettalk]rAzIG-
[grapheme]risk	[celex]'rIsk	[nettalk]rIsk
[grapheme]risque	[celex]'ri-sk1	[nettalk]rIsk-e
[grapheme]rite	[celex]'r2t	[nettalk]rAt-
[grapheme]ritual	[celex]'rI-J9l	[nettalk]rICYxl
[grapheme]ritualistic	"[celex]""rI-J9-'lI-stIk"	[nettalk]rICYxlIstIk
[grapheme]ritually	[celex]'rI-J9-lI	[nettalk]rICYxl-i
[grapheme]rival	[celex]'r2-vP	[nettalk]rAv-L
[grapheme]rivalry	[celex]'r2-vP-rI	[nettalk]rAv-Lri
[grapheme]rive	[celex]'r2v	[nettalk]rAv-
[grapheme]riven	[celex]'rI-v@n	[nettalk]rIvxn
[grapheme]river	[celex]'rI-v@R	[nettalk]rIv-R
[grapheme]rivet	[celex]'rI-vIt	[nettalk]rIvxt
[grapheme]riving	[celex]'r2-vIN	[nettalk]rAvIG-
[grapheme]rivulet	[celex]'rI-vjU-lIt	[nettalk]rIvYlxt
[grapheme]roach	[celex]'r5J	[nettalk]ro-C-
[grapheme]road	[celex]'r5d	[nettalk]ro-d
[grapheme]roadbed	[celex]'r5d-bEd	[nettalk]ro-dbEd
[grapheme]roam	[celex]'r5m	[nettalk]ro-m
[grapheme]roan	[celex]'r5n	[nettalk]ro-n
[grapheme]roar	[celex]'r$R	[nettalk]ro-r
[grapheme]roast	[celex]'r5st	[nettalk]ro-st
[grapheme]rob	[celex]'rQb	[nettalk]rab
[grapheme]robbery	[celex]'rQ-b@-rI	[nettalk]rab-xri
[grapheme]robe	[celex]'r5b	[nettalk]rob-
[grapheme]robin	[celex]'rQ-bIn	[nettalk]rabxn
[grapheme]robot	[celex]'r5-bQt	[nettalk]robat
[grapheme]robust	[celex]r5-'bVst	[nettalk]rob^st
[grapheme]rock	[celex]'rQk	[nettalk]rak-
[grapheme]rocker	[celex]'rQ-k@R	[nettalk]rak--R
[grapheme]rocket	[celex]'rQ-kIt	[nettalk]rak-xt
[grapheme]rod	[celex]'rQd	[nettalk]rad
[grapheme]rode	[celex]'r5d	[nettalk]rod-
[grapheme]rodent	[celex]'r5-d@nt	[nettalk]rod-Nt
[grapheme]rodeo	[celex]r5-'d1-5	[nettalk]rodio
[grapheme]roe	[celex]'r5	[nettalk]ro-
[grapheme]roebuck	[celex]'r5-bVk	[nettalk]ro-bxk-
[grapheme]rogation	[celex]r5-'g1-SH	[nettalk]rogeS-xn
[grapheme]roger	[celex]'rQ-_@R	[nettalk]raJ-R
[grapheme]rogue	[celex]'r5g	[nettalk]rog--
[grapheme]roguery	[celex]'r5-g@-rI	[nettalk]rog--ri
[grapheme]roguish	[celex]'r5-gIS	[nettalk]rog-IS-
[grapheme]role	[celex]'r5l	[nettalk]rol-
[grapheme]roll	[celex]'r5l	[nettalk]rol-
[grapheme]roller	[celex]'r5-l@R	[nettalk]rol--R
[grapheme]rollick	[celex]'rQ-lIk	[nettalk]ral-Ik-
[grapheme]roman	[celex]'r5-m@n	[nettalk]romxn
[grapheme]romance	[celex]r5-'m{ns	[nettalk]rom@ns-
[grapheme]romantic	[celex]r5-'m{n-tIk	[nettalk]rom@ntIk
[grapheme]romanticism	[celex]r5-'m{n-tI-sI-z@m	[nettalk]rom@ntxsIzM
[grapheme]romp	[celex]'rQmp	[nettalk]ramp
[grapheme]rood	[celex]'rud	[nettalk]ru-d
[grapheme]roof	[celex]'ruf	[nettalk]ru-f
[grapheme]rook	[celex]'rUk	[nettalk]rU-k
[grapheme]rookie	[celex]'rU-kI	[nettalk]rU-ki-
[grapheme]room	[celex]'rum	[nettalk]ru-m
[grapheme]roommate	[celex]'rUm-m1t	[nettalk]ru-mmet-
[grapheme]roost	[celex]'rust	[nettalk]ru-st
[grapheme]root	[celex]'rut	[nettalk]ru-t
[grapheme]rope	[celex]'r5p	[nettalk]rop-
[grapheme]rosary	[celex]'r5-z@-rI	[nettalk]rozxri
[grapheme]rose	[celex]'r5z	[nettalk]roze
[grapheme]roseate	[celex]'r5-z7t	[nettalk]rozixt-
[grapheme]rosemary	[celex]'r5z-m@-rI	[nettalk]roz-mEri
[grapheme]rosette	[celex]r5-'zEt	[nettalk]rozEt--
[grapheme]rosewood	[celex]'r5z-wUd	[nettalk]roz-wU-d
[grapheme]rosin	[celex]'rQ-zIn	[nettalk]raz-N
[grapheme]roster	[celex]'rQ-st@R	[nettalk]rast-R
[grapheme]rostrum	[celex]'rQs-tr@m	[nettalk]rastrxm
[grapheme]rosy	[celex]'r5-zI	[nettalk]rozi
[grapheme]rot	[celex]'rQt	[nettalk]rat
[grapheme]rotary	[celex]'r5-t@-rI	[nettalk]rotxri
[grapheme]rotate	[celex]r5-'t1t	[nettalk]rotet-
[grapheme]rotation	[celex]r5-'t1-SH	[nettalk]roteS-xn
[grapheme]rotatory	[celex]'r5-t@-t@-rI	[nettalk]rotxtori
[grapheme]rote	[celex]'r5t	[nettalk]rot-
[grapheme]rotogravure	"[celex]""r5-t5-gr@-'vj9R"	[nettalk]rotxgrxvYr-
[grapheme]rotor	[celex]'r5-t@R	[nettalk]rot-R
[grapheme]rotten	[celex]'rQ-tH	[nettalk]rat--N
[grapheme]rotund	[celex]r5-'tVnd	[nettalk]rot^nd
[grapheme]rotunda	[celex]r5-'tVn-d@	[nettalk]rot^ndx
[grapheme]rouble	[celex]'ru-bP	[nettalk]ru-bL-
[grapheme]roue	[celex]'ru-1	[nettalk]rU-e
[grapheme]rouge	[celex]'ruZ	[nettalk]ru-Z-
[grapheme]rough	[celex]'rVf	[nettalk]r^-f-
[grapheme]roughage	[celex]'rV-fI_	[nettalk]r^-f-IJ-
[grapheme]roughen	[celex]'rV-fH	[nettalk]r^-f-xn
[grapheme]roulette	[celex]ru-'lEt	[nettalk]ru-lEt--
[grapheme]round	[celex]'r6nd	[nettalk]rW-nd
[grapheme]roundabout	[celex]'r6nd-@-b6t	[nettalk]rW-ndxbW-t
[grapheme]roundelay	[celex]'r6n-dI-l1	[nettalk]rW-ndxle-
[grapheme]roundhouse	[celex]'r6nd-h6s	[nettalk]rW-ndhW-s-
[grapheme]roundup	[celex]'r6nd-Vp	[nettalk]rW-nd^p
[grapheme]rouse	[celex]'r6z	[nettalk]rW-z-
[grapheme]roustabout	[celex]'r6st-@-b6t	[nettalk]rW-stxbW-t
[grapheme]rout	[celex]'r6t	[nettalk]rW-t
[grapheme]route	[celex]'rut	[nettalk]ru-t-
[grapheme]routine	[celex]ru-'tin	[nettalk]ru-tin-
[grapheme]rove	[celex]'r5v	[nettalk]rov-
[grapheme]rover	[celex]'r5-v@R	[nettalk]rov-R
[grapheme]row	[celex]'r5	[nettalk]ro-
[grapheme]rowboat	[celex]'r5-b5t	[nettalk]ro-bo-t
[grapheme]rowdy	[celex]'r6-dI	[nettalk]rW-di
[grapheme]rowel	[celex]'r6-@l	[nettalk]rW--L
[grapheme]royal	[celex]'r4-@l	[nettalk]rO--L
[grapheme]rub	[celex]'rVb	[nettalk]r^b
[grapheme]rubber	[celex]'rV-b@R	[nettalk]r^b--R
[grapheme]rubbish	[celex]'rV-bIS	[nettalk]r^b-IS-
[grapheme]rubble	[celex]'rV-bP	[nettalk]r^b-L-
[grapheme]rubicund	[celex]'ru-bI-k@nd	[nettalk]rubxkxnd
[grapheme]rubric	[celex]'ru-brIk	[nettalk]rubrIk
[grapheme]ruby	[celex]'ru-bI	[nettalk]rubi
[grapheme]rudder	[celex]'rV-d@R	[nettalk]r^d--R
[grapheme]ruddy	[celex]'rV-dI	[nettalk]r^d-i
[grapheme]rude	[celex]'rud	[nettalk]rud-
[grapheme]rudiment	[celex]'ru-dI-m@nt	[nettalk]rudxmxnt
[grapheme]rudimentary	"[celex]""ru-dI-'mEn-t@-rI"	[nettalk]rudxmEntxri
[grapheme]rue	[celex]'ru	[nettalk]ru-
[grapheme]ruff	[celex]'rVf	[nettalk]r^f-
[grapheme]ruffed	[celex]'rVft	[nettalk]r^f--t
[grapheme]ruffian	[celex]'rVf-j@n	[nettalk]r^f-ixn
[grapheme]ruffle	[celex]'rV-fP	[nettalk]r^f-L-
[grapheme]rug	[celex]'rVg	[nettalk]r^g
[grapheme]rugby	[celex]'rVg-bI	[nettalk]r^gbi
[grapheme]rugged	[celex]'rV-gId	[nettalk]r^g-xd
[grapheme]ruin	[celex]'rU-In	[nettalk]ruxn
[grapheme]ruination	[celex]rU-I-'n1-SH	[nettalk]ruxneS-xn
[grapheme]ruinous	[celex]'rU-I-n@s	[nettalk]ruxnx-s
[grapheme]rule	[celex]'rul	[nettalk]rul-
[grapheme]ruler	[celex]'ru-l@R	[nettalk]rul-R
[grapheme]rum	[celex]'rVm	[nettalk]r^m
[grapheme]rumba	[celex]'rVm-b@	[nettalk]r^mbx
[grapheme]rumble	[celex]'rVm-bP	[nettalk]r^mbL-
[grapheme]ruminant	[celex]'ru-mI-n@nt	[nettalk]rumxnxnt
[grapheme]ruminate	[celex]'ru-mI-n1t	[nettalk]rumxnet-
[grapheme]rumination	"[celex]""ru-mI-'n1-SH"	[nettalk]rumxneS-xn
[grapheme]rummage	[celex]'rV-mI_	[nettalk]r^m-IJ-
[grapheme]rummy	[celex]'rV-mI	[nettalk]r^m-i
[grapheme]rump	[celex]'rVmp	[nettalk]r^mp
[grapheme]rumple	[celex]'rVm-pP	[nettalk]r^mpL-
[grapheme]rumpus	[celex]'rVm-p@s	[nettalk]r^mpxs
[grapheme]run	[celex]'rVn	[nettalk]r^n
[grapheme]runaway	[celex]'rVn-@-w1	[nettalk]r^nxwe-
[grapheme]rune	[celex]'run	[nettalk]run-
[grapheme]rung	[celex]'rVN	[nettalk]r^G-
[grapheme]runic	[celex]'ru-nIk	[nettalk]runIk
[grapheme]runnel	[celex]'rV-nP	[nettalk]r^n--L
[grapheme]running	[celex]'rV-nIN	[nettalk]r^n-IG-
[grapheme]runny	[celex]'rV-nI	[nettalk]r^n-i
[grapheme]runt	[celex]'rVnt	[nettalk]r^nt
[grapheme]runway	[celex]'rVn-w1	[nettalk]r^nwe-
[grapheme]rupee	[celex]ru-'pi	[nettalk]rupi-
[grapheme]rupiah	[celex]ru-'pi-@	[nettalk]rupix-
[grapheme]rupture	[celex]'rVp-J@R	[nettalk]r^pC-R-
[grapheme]rural	[celex]'r9-r@l	[nettalk]rUr-L
[grapheme]ruse	[celex]'ruz	[nettalk]rus-
[grapheme]rush	[celex]'rVS	[nettalk]r^S-
[grapheme]rusk	[celex]'rVsk	[nettalk]r^sk
[grapheme]russet	[celex]'rV-sIt	[nettalk]r^s-xt
[grapheme]rust	[celex]'rVst	[nettalk]r^st
[grapheme]rustic	[celex]'rV-stIk	[nettalk]r^stIk
[grapheme]rusticate	[celex]'rV-stI-k1t	[nettalk]r^stIket-
[grapheme]rustication	"[celex]""rVs-tI-'k1-SH"	[nettalk]rxstIkeS-xn
[grapheme]rusticity	[celex]rV-'stI-s@-tI	[nettalk]rxstIsxti
[grapheme]rustle	[celex]'rV-sP	[nettalk]r^s-L-
[grapheme]rut	[celex]'rVt	[nettalk]r^t
[grapheme]ruthless	[celex]'ruT-lIs	[nettalk]ruT-lxs-
[grapheme]rye	[celex]'r2	[nettalk]rA-
[grapheme]sable	[celex]'s1-bP	[nettalk]sebL-
[grapheme]sabotage	[celex]'s{-b@-t#Z	[nettalk]s@bxtaZ-
[grapheme]sabre	[celex]'s1-b@R	[nettalk]sebR-
[grapheme]sac	[celex]'s{k	[nettalk]s@k
[grapheme]saccharin	[celex]'s{-k@-rIn	[nettalk]s@k--xrxn
[grapheme]sacerdotal	"[celex]""s{-s@-'d5-tP"	[nettalk]s@s-Rdot-L
[grapheme]sachet	[celex]'s{-S1	[nettalk]s@S-e-
[grapheme]sack	[celex]'s{k	[nettalk]s@k-
[grapheme]sacrament	[celex]'s{-kr@-m@nt	[nettalk]s@krxmxnt
[grapheme]sacramental	"[celex]""s{-kr@-'mEn-tP"	[nettalk]s@krxmEnt-L
[grapheme]sacred	[celex]'s1-krId	[nettalk]sekrxd
[grapheme]sacrifice	[celex]'s{-krI-f2s	[nettalk]s@krxfAs-
[grapheme]sacrificial	"[celex]""s{-krI-'fI-SP"	[nettalk]s@krxfIS--L
[grapheme]sacrilege	[celex]'s{-krI-lI_	[nettalk]s@krxlIJ-
[grapheme]sacrilegious	"[celex]""s{-krI-'lI-_@s"	[nettalk]s@krxlIJ-x-s
[grapheme]sacristan	[celex]'s{-krI-st@n	[nettalk]s@krxstxn
[grapheme]sacrosanct	[celex]'s{-kr5-s{Nkt	[nettalk]s@kros@Gkt
[grapheme]sad	[celex]'s{d	[nettalk]s@d
[grapheme]sadden	[celex]'s{-dH	[nettalk]s@d--N
[grapheme]saddle	[celex]'s{-dP	[nettalk]s@d-L-
[grapheme]sadism	[celex]'s1-dI-z@m	[nettalk]sedIzM
[grapheme]sadistic	[celex]s@-'dI-stIk	[nettalk]sxdIstIk
[grapheme]safe	[celex]'s1f	[nettalk]sef-
[grapheme]safety	[celex]'s1f-tI	[nettalk]sef-ti
[grapheme]saffron	[celex]'s{-fr@n	[nettalk]s@f-rxn
[grapheme]sag	[celex]'s{g	[nettalk]s@g
[grapheme]saga	[celex]'s#-g@	[nettalk]sagx
[grapheme]sagacious	[celex]s@-'g1-S@s	[nettalk]sxgeS-x-s
[grapheme]sage	[celex]'s1_	[nettalk]seJ-
[grapheme]sago	[celex]'s1-g5	[nettalk]sego
[grapheme]said	[celex]'sEd	[nettalk]sE-d
[grapheme]sail	[celex]'s1l	[nettalk]se-l
[grapheme]sailor	[celex]'s1-l@R	[nettalk]se-l-R
[grapheme]saint	[celex]'s1nt	[nettalk]se-nt
[grapheme]sake	[celex]'s#-kI	[nettalk]sek-
[grapheme]salacious	[celex]s@-'l1-S@s	[nettalk]sxleS-x-s
[grapheme]salad	[celex]'s{-l@d	[nettalk]s@lxd
[grapheme]salamander	"[celex]'s{-l@-""m{n-d@R"	[nettalk]s@lxm@nd-R
[grapheme]salami	[celex]s@-'l#-mI	[nettalk]sxlami
[grapheme]salary	[celex]'s{-l@-rI	[nettalk]s@lxri
[grapheme]sale	[celex]'s1l	[nettalk]sel-
[grapheme]salesgirl	[celex]'s1lz-g3l	[nettalk]sel-zg-Rl
[grapheme]salient	[celex]'s1-lj@nt	[nettalk]selIxnt
[grapheme]saline	[celex]'s1-l2n	[nettalk]selin-
[grapheme]saliva	[celex]s@-'l2-v@	[nettalk]sxlAvx
[grapheme]salivary	[celex]'s{-lI-v@-rI	[nettalk]s@lxvEri
[grapheme]sallow	[celex]'s{-l5	[nettalk]s@l-o-
[grapheme]sally	[celex]'s{-lI	[nettalk]s@l-i
[grapheme]salmon	[celex]'s{-m@n	[nettalk]s@-mxn
[grapheme]saloon	[celex]s@-'lun	[nettalk]sxlu-n
[grapheme]salt	[celex]'s$lt	[nettalk]sclt
[grapheme]saltpetre	"[celex]""s$lt-'pi-t@R"	[nettalk]scltpitR-
[grapheme]saltwater	"[celex]'s$lt-""w$-t@R"	[nettalk]scltwct-R
[grapheme]salubrious	[celex]s@-'lu-br7s	[nettalk]sxlubrix-s
[grapheme]salutary	[celex]'s{-ljU-t@-rI	[nettalk]s@lYtEri
[grapheme]salutation	"[celex]""s{-lju-'t1-SH"	[nettalk]s@lYteS-xn
[grapheme]salute	[celex]s@-'lut	[nettalk]sxlut-
[grapheme]salvage	[celex]'s{l-vI_	[nettalk]s@lvIJ-
[grapheme]salvation	[celex]s{l-'v1-SH	[nettalk]s@lveS-xn
[grapheme]salve	[celex]'s{lv	[nettalk]s@-v-
[grapheme]salver	[celex]'s{l-v@R	[nettalk]s@lv-R
[grapheme]salvo	[celex]'s{l-v5	[nettalk]s@lvo
[grapheme]same	[celex]'s1m	[nettalk]sem-
[grapheme]sample	[celex]'s#m-pP	[nettalk]s@mpL-
[grapheme]sanatorium	"[celex]""s{-n@-'t$-r7m"	[nettalk]s@nxtorixm
[grapheme]sanctification	"[celex]""s{Nk-tI-fI-'k1-SH"	[nettalk]s@GktxfxkeS-xn
[grapheme]sanctify	[celex]'s{Nk-tI-f2	[nettalk]s@GktxfA
[grapheme]sanctimonious	"[celex]""s{Nk-tI-'m5-nj@s"	[nettalk]s@Gktxmonix-s
